Kód lokace;Èíslo zboí;Èíslo zboí dodavatele;Kód varianty;Popis zboí;Popis varianty;Zásoba;Prodejní jednotka;Jednotková cena;DPH %;Cena vè. DPH;Èárové kódy
01;01550;1711333X70;;CHRISTMAS MIX - vánoèní mix sušenek 1 kg;;0;KG;501,83;15;577,1;8591682015502
01;01560;1412220X70;;ALPHABET MIX - smìs sušenek abeceda 1 kg;;85;KG;501,83;15;577,1;8591682015601
01;01900;2018184X01;;RAVIOLO´S APPLE - jableènı mix pro hlodavce 1 kg;;56;KG;456,17;15;524,6;8591682019005
01;01910;2411156X01;;CARROT CLOVER MIX - mrkvièky a ètyølístky pro hlodavce 1 kg;;42;KG;421,13;15;484,3;8591682019104
01;01920;2408529X01;;HEART MIX - smìs barevnıch srdíèek pro hlodavce 1 kg;;94;KG;456,17;15;524,6;8591682019203
01;01980;3407129X01;;HORSESHOE MIX - smìs barevnıch podkov pro konì 1 kg;;89;KG;456,17;15;524,6;8591682019807
01;01990;3401129X01;;HORSE APPLE MIX - jableènı mix pro konì 1 kg;;55;KG;421,13;15;484,3;8591682019906
01;02010;504955;;Lisovaná tyèinka smìs barev 7-8 mm/12,5 cm bal.100 ks;;20 000;BAL;0,44;15;0,51;5400274740193, 8591682020100
01;02040;2600;;Lisovaná tyèinka èervená 9-10mm/12cm, bal.100ks;;4 200;BAL;0,49;15;0,56;4011905026008, 8591682020407
01;02060;2605;;Lisovaná tyèinka hnìdá 9-10mm/12cm, bal.100ks;;8 400;BAL;0,49;15;0,56;4011905026053, 8591682020605
01;02070;2607;;Lisovaná tyèinka bílá 9-10mm/12cm, bal. 100ks;;6 000;BAL;0,49;15;0,56;4011905026077, 8591682020704
01;02120;2610;;Lisovaná tyèinka - mix barev 9-10mm/12cm,  bal.100ks;;46 100;BAL;0,49;15;0,56;4011905026107, 4011905026107, 8591682021206
01;02390;2623;;Lisovanı pásek mix barev 12cm [100ks/bal.];;6 700;BAL;0,53;15;0,61;4011905026237, 8591682023903
01;02400;31441;;DOGGY BITS - lisované MINI kostièky, smìs barev 3cm/230g;;89;KS;30,96;15;35,6;4011905314419
01;02410;2602;;Lisovaná kostièka mix barev 6g/5cm [100ks/bal.];;7 400;KS;0,53;15;0,61;4011905026022, 8591682024108
01;02420;503714;;Lisovaná kost smìs barev 9 cm/25-30g (bal. 50 ks);;0;KS;2,17;15;2,5;5400274740254, 8591682024207
01;03010;2634;;Kost buvolí kùe 10g/5cm [50ks/bal.];;4 300;KS;1,67;15;1,92;4011905026343, 8591682030109
01;03020;2636;;Kost buvolí kùe 15g/8cm [50ks/bal.];;1 950;KS;3,13;15;3,6;4011905026367, 8591682030208
01;03023;31291;;BK bílá 5ks spirulina 15g/8cm;;156;KS;25,48;15;29,3;4011905312910
01;03050;2639;;Kost buvolí kùe 35g/11cm [25ks/bal.];;2 200;KS;6,09;15;7;4011905026398, 8591682030505
01;03060;2640;;Kost buvolí kùe 60g/13cm [25ks/bal.];;2 075;KS;256,52;15;295;8591682030604
01;03080;2644;;Kost buvolí kùe 75g/15cm [25ks/bal.];;2 150;KS;304,35;15;350;8591682030802
01;03081;2790;;Kost buvolí kùe 75g/15cm/2ks;;58;KS;28,87;15;33,2;4011905027906
01;03083;31292;;BK bílá 2ks spirulina 75g/15cm;;98;KS;40,43;15;46,5;4011905312927
01;03100;2645;;Kost buvolí kùe 90g/17cm [25ks/bal.];;1 190;KS;363,04;15;417,5;4011905026459, 8591682031007
01;03101;2791;;Kost buvolí kùe 90g/17cm/1ks  (10ks/bal.);;178;KS;166,09;15;191;4011905027913
01;03120;2649;;Kost buvolí kùe 170g/21cm [10ks/bal.];;460;KS;262,61;15;302;4011905026497, 8591682031205
01;03121;2792;;Kost buvolí kùe 170g/21cm/1ks  (10ks/bal.);;204;KS;324,35;15;373;4011905027920
01;03133;27614;;Kost buvolí kùe plnìná volskou ílou 21 cm / 170 g;;107;KS;42,78;15;49,2;4011905276144
01;03140;500867;;Kost buvolí kùe 260g/26cm [5ks/bal.];;160;KS;181,3;15;208,5;5400274757047
01;03150;2651;;Kost buvolí kùe 420g/32cm [5ks/bal.];;130;KS;320;15;368;5400274293248, 8591682031502
01;03151;2794;;Kost buvolí kùe 420g/32cm/1ks  (5ks/bal.);;61;KS;350,87;15;403,5;4011905027944
01;03180;2696;;Kost buvolí kùe èokoládová 35g/11cm  [25ks/bal.];;550;KS;197,83;15;227,5;8591682031809
01;03200;3184;;BK bílá plnìná drškami obtoèená krouky 90 g/12 cm [10];;65;KS;298,26;15;343;4011905031842
01;03201;3185;;BK bílá plnìná drškami obtoèená krouky 180 g/17 cm [10];;69;KS;518,26;15;596;4011905031859
01;03202;27615;;Kost ze sušené hovìzí prùdušnice 10cm/35g  2ks;;52;KS;27,65;15;31,8;4011905276151
01;03203;27616;;Kost ze sušené hovìzí prùdušnice 18cm/90g;;45;KS;31,57;15;36,3;4011905276168
01;03210;2615;;Tyèinka toèená kùe 12cm/5-6mm (100ks/bal);;14 500;BAL;1,08;15;1,24;4011905026152, 8591682032103
01;03220;2616;;Tyèinka toèená kùe 12cm/7-8mm (100ks/bal.);;25 500;BAL;1,35;15;1,55;4011905026169, 5400274288596, 8591682032202
01;03230;2617;;Tyèinka toèená kùe 12cm/9-10mm (100ks/bal.);;13 800;BAL;217,39;15;250;4011905026176, 8591682032301
01;03310;2620;;Tyè buvolí kùe 12cm/15mm cca 25g [50ks/bal.];;7 150;KS;256,52;15;295;4011905026206, 8591682033100, 8711844601507
01;03320;2626;;Tyè buvolí kùe 25cm/20mm cca 80g. [20ks/bal.];;260;KS;349,57;15;402;5400274288657, 8591682033209
01;03330;2765;;Tyè plnìná mlékem 125/17mm 35g  [20ks];;100;KS;173,91;15;200;8591682033308
01;03340;2769;;Tyè plnìná èokoládou 125/17mm 35g [20ks];;770;KS;173,91;15;200;4011905027692, 8591682033407
01;03350;2766;;Tyè plnìná šunkou 125/17mm 35g [20ks];;898;KS;173,91;15;200;
01;03360;2768;;Tyè plnìná drkou 125/17mm 35g [20ks];;20;KS;173,91;15;200;4011905027685, 8591682033605
01;03370;2767;;Tyè plnìná jogurtem 125/17mm 35g [20ks];;480;KS;173,91;15;200;8591682033704
01;03371;2757;;Tyè plnìná sırem 12cm/35g [20ks];;140;KS;173,91;15;200;4011905027579, 8591682033711
01;03372;2759;;Tyè plnìná lososem 12cm/35g [20ks];;460;KS;173,91;15;200;4011905027593, 8591682033728
01;03420;2670;;Koule z buvolí kùe - plnìná malá  70g/4,5cm [10ks/bal.];;400;KS;10,17;15;11,7;4011905026701, 8591682034206
01;03430;2673;;Koule z buvolí kùe - plnìná velká 170g/8cm [10ks/bal.];;160;KS;23,3;15;26,8;4011905026664, 8591682034305
01;03440;2685;;Koleèko s dírou z buvolí kùe 60g/7cm [10ks/bal.];;560;KS;14;15;16,1;4011905026855, 8591682034404
01;03450;2684;;Krouek velkı z buvolí kùe 175g/15cm (10ks/bal.);;320;KS;393,04;15;452;8591682034503
01;03510;2656;;Uzel z buvolí kùe malı 10g/7cm [50ks/bal.];;2 750;KS;165,22;15;190;4011905026565, 8591682035104
01;03520;2652;;Uzel z buvolí kùe 30g/11cm [25ks/bal.];;1 600;KS;195,65;15;225;8591682035203
01;03530;2653;;Uzel z buvolí kùe 65g/16cm [20ks/bal.];;380;KS;349,57;15;402;8591682035302
01;03550;2660;;Uzel z buvolí kùe 180g/25cm [10ks/bal.];;330;KS;408,7;15;470;8591682035500, 8711844621000
01;03560;2661;;Uzel z buvolí kùe 240g/38cm [10ks/bal.];;130;KS;515,65;15;593;4011905026619, 8591682035609
01;03570;31311;;DENTAfun-uzel se sezamem 50g/11cm;;138;KS;19,22;15;22,1;4011905313115
01;03571;31312;;DENTAfun-uzel se sezamem 110g/16cm;;99;KS;37,3;15;42,9;4011905313122
01;03572;31313;;DENTAfun-uzel se sezamem 240g/24cm;;38;KS;66,35;15;76,3;4011905313139
01;03573;31381;;DENTAfun - uzel bílı s drškami bal. 5 ks, 70 g / 5 cm;;84;KS;31,65;15;36,4;4011905313818
01;03574;31382;;DENTAfun - uzel bílı s drškami bal. 2 ks,  70 g / 11 cm;;111;KS;26,26;15;30,2;4011905313825
01;03575;31383;;DENTAfun - uzel bílı s drškami 70 g / 15 cm;;37;KS;26,26;15;30,2;4011905313832
01;03576;31384;;DENTAfun - uzel bílı s drškami 210 g / 25 cm;;81;KS;74,61;15;85,8;4011905313849
01;03580;31321;;DENTAfun-uzel svázanı kuøecím masem 5ks, 5cm/70g;;435;KS;31,39;15;36,1;4011905313214
01;03581;31322;;DENTAfun-uzel svázanı kuøecím masem 2ks, 11cm/70g;;261;KS;26,7;15;30,7;4011905313221
01;03582;31323;;DENTAfun-uzel svázanı kuøecím masem  15cm/70g;;213;KS;26,7;15;30,7;4011905313238
01;035821;31324;;DENTAfun-uzel svázanı kuøecím masem  18cm/120g;;114;KS;43,65;15;50,2;4011905313245
01;035822;31320;;DENTAfun-uzel svázanı kuøecím masem  25cm/220g;;132;KS;78,87;15;90,7;4011905313207
01;03583;31325;;DENTAfun-tyèinka svázaná kuøecím masem 6ks, 12cm/70g;;265;KS;31,39;15;36,1;4011905313252
01;035832;31327;;DENTAfun-tyèinka svázaná kuøecím masem 3ks, 17cm/140g;;100;KS;57,83;15;66,5;4011905313276
01;035833;31326;;DENTAfun-tyèinka svázaná kuøecím masem 3ks, 28cm/250g;;202;KS;95,65;15;110;4011905313269
01;03584;31328;;DENTAfun - buvolí krouek obalenı kuøecím masem 10 cm/110 g;;132;KS;51,83;15;59,6;4011905313283
01;035841;31340;;DENTAfun - buv.kostièky obalené kuøecím masem 8ks, 5cm/120g;;120;KS;48,26;15;55,5;4011905313405
01;03586;2674;;DENTAfun vıkací chipsy+spirulina 50g;;344;KS;22,78;15;26,2;4011905026749
01;035861;2682;;DENTAfun vıkací plátky + spirulina 100g;;453;KS;35,48;15;40,8;4011905026824
01;03587;31301;;DENTAfun-uzel bílozelenı 50g/11cm;;410;KS;19,22;15;22,1;4011905313016
01;03588;31302;;DENTAfun-uzel bílozelenı 110g/16cm;;126;KS;37,3;15;42,9;4011905313023
01;03589;31303;;DENTAfun-uzel bílozelenı 240g/24cm;;142;KS;66,35;15;76,3;4011905313030
01;03590;31101;;DENTAfun-uzel bílı 11cm/50g;;277;KS;17,3;15;19,9;4011905311012
01;035901;31103;;DENTAfun uzel buvolí uzenı 11cm/60g;;102;KS;20,96;15;24,1;4011905311036
01;035902;31104;;DENTAfun uzel buvolí mátovı 11cm/60g;;125;KS;20,96;15;24,1;4011905311043
01;03591;31121;;DENTAfun-uzel bílı 16cm/110g;;92;KS;32,52;15;37,4;4011905311210, 8591682035913
01;035911;31123;;DENTAfun uzel buvolí uzenı 16cm/120g;;70;KS;35,04;15;40,3;4011905311234
01;035912;31124;;DENTAfun uzel buvolí mátovı 16cm/120g;;71;KS;35,04;15;40,3;4011905311241
01;03592;31141;;DENTAfun-uzel bílı 24cm/240g;;115;KS;65,83;15;75,7;4011905311418
01;035921;31143;;DENTAfun uzel buvolí uzenı 24cm/250g;;55;KS;70,17;15;80,7;4011905311432
01;03593;31161;;DENTAfun-uzel bílı 39cm/500g;;75;KS;131,57;15;151,3;4011905311616
01;035931;31163;;DENTAfun uzel buvolí uzenı 39cm/520g;;77;KS;131,57;15;151,3;4011905311630
01;03594;31211;;DENTAfun kroucená tyè 3ks 11cm/50g;;38;KS;50;15;57,5;4011905312118
01;03595;775032;;Kroucená tyè bílá 25cm/110 g;;8;KS;34,61;15;39,8;8591682035951, 8712695051015
01;03596;31221;;DENTAfun - kroucená tyè 29cm/190g;;71;KS;52,61;15;60,5;4011905312217, 8591682035968
01;03597;3119;;DENTAfun copánek z buvolí kùe 120g/20cm;;80;KS;39,39;15;45,3;4011905031194
01;03598;31440;;DOG BITS - baseballovı míè 5ks/5cm/330g;;66;KS;50;15;57,5;4011905314402
01;03599;31241;;DENTAfun - 8ks vıkacích chipsù 135g;;77;KS;41,91;15;48,2;4011905312415, 8591682035999
01;03600;3123;;DENTAfun NUGETKY MIX  z buvolí kùe 125g;;114;KS;39,39;15;45,3;4011905031231
01;03601;31443;;DENTAfun mini uzlíky 240 g;;349;KS;77,22;15;88,8;4011905314433
01;03602;31442;;DogBits kroucené tyèinky z buvolí kùe mix 260g;;162;KS;67,3;15;77,4;4011905314426
01;03604;31444;;DogBits light MINI HotDog 300g;;105;KS;49,13;15;56,5;4011905314440
01;03605;31445;;DENTAfun kosti 10ks/210g mix;;214;KS;56,43;15;64,9;4011905314457
01;03609;31447;;DoggyBits botièky z buvolí kùe 100g/10 ks;;157;KS;35,48;15;40,8;4011905314471
01;03610;2629;;Botièka z buvolí kùe malá 8g/7cm [50ks/bal.];;1 911;KS;4,35;15;5;4011905026299, 8591682036101
01;03620;2630;;Botièka buvolí kùe støední 18g/12cm [10ks/bal.];;840;KS;8,7;15;10;4011905026305, 8591682036200
01;03630;2631;;Botièka z buvolí kùe velká 45g/20cm [10ks/bal.];;420;KS;215,65;15;248;8591682036309
01;03650;PK0019;;PORKYS - vepøová ROLKA REGULAR 20x5x5 cm (bal.24);;255;KS;13,13;15;15,1;5028804002728
01;03651;PK0010;;PORKYS - vepøová ROLKA GIANT55.5x4x4 cm (bal.24);;83;KS;27,22;15;31,3;5028804002735
01;03652;PK0011;;PORKYS CHOPS - vepø. KOTLETKY REGULAR 11.5x7x1.3 cm (bal.24);;113;KS;17,65;15;20,3;5028804002759
01;03653;PK0012;;PORKYS CHOPS - vepøové KOTLETKY GIANT 18.5x10x3cm  (bal.12);;141;KS;29,91;15;34,4;5028804002766
01;03654;PK0014;;PORKYS KNOT - vepøovı UZEL LARGE 20x8x5 cm (bal.12);;145;KS;45,39;15;52,2;5028804002742
01;03655;PK004;;PORKYS PIGGY ROPE BONE - vepø. UZEL SPLETENİ 24x10x5cm;;0;KS;21,83;15;25,1;5028804002780
01;03656;PK006;;PORKYS ROPE TWIST - 3ks vepø. COP SPLETENİ 31x22x6 cm;;24;BAL;28,17;15;32,4;5028804002803
01;03657;PK005;;PORKYS PORK PRESSED BONE - 2ks vepø. KOST LIS22x11x2cm;;60;BAL;21,83;15;25,1;5028804002827
01;03658;PK009;;PORKYS PORK PRESSED BONE - vepø. KOST LIS. 29x9x3.5cm;;22;KS;27,22;15;31,3;5028804002834
01;03659;PK0025;;PORKYS HIDE LEGS - 2 ks vepøové STEHİNKO22x11x3.5 cm;;9;BAL;25,04;15;28,8;5028804002810
01;03700;31431;;DENTAfun Veggies light 11g/7cm (4ks);;1 407;KS;8,17;15;9,4;4011905314310
01;03701;31432;;DENTAfun Veggies light 22g/9cm (3ks);;925;KS;11,22;15;12,9;4011905314327
01;03702;31433;;DENTAfun Veggies light 30g/11cm (2ks);;857;KS;10,96;15;12,6;4011905314334
01;03703;31434;;DENTAfun Veggies light 65g/12cm (1ks);;594;KS;11,22;15;12,9;4011905314341
01;03704;31435;;DENTAfun Veggies light 130g/15cm (1ks);;303;KS;20,96;15;24,1;4011905314358
01;03706;3175;;Vegetariánské vıkací kosti s rıí 2 ks/125 g;;27;KS;32,78;15;37,7;4011905031750
01;03710;31512;;Rıové vıkací tyèe MIX BAREV 12 cm/20 g  (bal.150ks);;3 600;BAL;6,17;15;7,1;4011905315126
01;03720;31513;;Rıové vıkací tyèe MIX BAREV 17 cm/45 g  (bal.70ks);;1 750;BAL;12,35;15;14,2;4011905315133
01;03730;31514;;Rıové vıkací tyèe MIX BAREV 23 cm/100 g  (bal.40ks);;960;BAL;25,48;15;29,3;4011905315140
01;03740;503286;;VEGIE SNACK tvar kartáèek na zuby MIX 7 cm  (bal.250ks);;1 500;BAL;2,35;15;2,7;5400274895190
01;03741;503282;;VEGIE SNACK tvar kartáèek na zuby MIX 11 cm  (bal.60ks);;300;BAL;8,35;15;9,6;03741, 5400274895152
01;03742;503283;;VEGIE SNACK tvar kartáèek na zuby MIX 15 cm  (bal.30ks);;120;BAL;16,26;15;18,7;03742, 5400274895169
01;03750;501463;;VEGIE SNACK tvar krokodıl  MIX 8 cm  (bal.60ks);;360;BAL;8;15;9,2;03750, 5400274929109
01;03751;501355;;VEGIE SNACK tvar krokodıl  MIX 12 cm  (bal.30ks);;120;BAL;14,09;15;16,2;03751, 5400274869191
01;03760;501356;;VEGIE SNACK tvar jeek  MIX 8 cm  (bal.18ks);;180;BAL.;20,61;15;23,7;03760, 5400274922988
01;03990;3990;;Sklenìnı zásobník na pamlsky - panelák v51/š30/hl15/2x7polic;;1;KS;499,17;21;604;03990
01;04010;4010;;Sušené vepøové ucho - bal.50ks (2kg);;9;BAL;695,65;15;800;8591682040108
01;04012;1020.42;;Ucho bílé hovìzí (50 ks/bal);;17;BAL;833,39;15;958,4;8591682040122
01;04015;;;Ucho bílé králièí (50 ks/bal.);;0;BAL;9,65;15;11,1;8591682040153
01;04030;4030;;Sušenı penis kusovı - bal. 40ks TRIXIE;;39;BAL;386;15;443,9;0000000040303, 8591682040306
01;04031;;;Sušenı penis kusovı - bal. 40ks TUZEMSKO;;0;BAL;517,57;15;595,2;8591682040313
01;04040;4040;;Hovìzí šlacha 16cm;;2;KG;136;15;156,4;8591682040405
01;04052;4052;;Prùdušnice,trachea 13 cm /10ks/;;190;KS;7,91;15;9,1;8591682040528
01;04056;;;Drùbeí krky 100 g;;10;KS;25,48;15;29,3;8591682040566
01;04060;4060;;Hovìzí dršky 400g;;37;KS;63,57;15;73,1;8591682040603
01;04070;4070;;Vepøové aludky 100g;;12;KS;17,22;15;19,8;8591682040702
01;04080;4080;;Hovìzí slez 100g;;97;KS;15,91;15;18,3;8591682040801
01;04090;4090;;Vepøová støívka 25g;;463;KS;6,52;15;7,5;8591682040900
01;04093;4093;;Vepøová støívka 150g;;144;KS;32,78;15;37,7;8591682040931
01;04095;;;Vepøová støívka 500 g MIX;;72;KS;78,09;15;89,8;8591682040955
01;04101;;;Hovìzí mulec 1 ks;;5;KS;15,65;15;18;8591682041013
01;04102;;;Hovìzí chrupavka z lopatky 1ks;;25;KS;14,09;15;16,2;8591682041020
01;04130;4130;;Hovìzí jícen øezanı - bal.40ks;;5;BAL;174,61;15;200,8;8591682041303
01;04140;4140;;Hovìzí kruh ze šlachy 80g;;28;KS;16,43;15;18,9;8591682041402
01;04150;4150;;Hovìzí aludek 50g;;0;KS;7,65;15;8,8;8591682041501
01;04160;4160;;Hovìzí trachea (koleèka) 80 g;;0;KS;13,65;15;15,7;8591682041600
01;04170;4170;;Hovìzí plíce      300g;;64;KS;42,61;15;49;8591682041709
01;04190;;;Kuøecí paøát sušenı popcorn 50 ks/bal;;0;BAL;174,61;15;200,8;8591682041907
01;04200;4200;;Slepièí paøát uzenı - 50ks/bal.;;122;BAL;131,65;15;151,4;8591682042003
01;04210;4210;;Hovìzí noha 35cm;;-1;KS;28,09;15;32,3;8591682042102
01;04220;4220;;Vepøová noka 18cm;;37;KS;9,3;15;10,7;8591682042201, 8594057400347
01;04230;2740;;Jehnìèí noka 80-90g/16-18 cm;;0;KS;12,78;15;14,7;4011905027401, 8591682042300
01;04250;4250;;Koktejl ze sušenıch produktù 80 g;;55;KS;8,43;15;9,7;8591682042508
01;04255;;;MIX sušenıch produktù 100 g;;27;KS;21,13;15;24,3;8591682042553
01;04260;4260;;Copánek z vepøové kùe, uzenı - bal. 50 ks;;90;BAL;314,96;15;362,2;8591682042607
01;04280;4280;;Vepøová ouška-krouky 80g;;126;KS;12,35;15;14,2;8591682042805
01;04310;2801;;Sušené šproty 50g (8-10cm);;3 124;KS;17,48;15;20,1;8591682043109
01;04371;;;Kost hovìzí  extrudovaná 35-36cm;;4;KS;43,04;15;49,5;8591682043710
01;04381;;;Kost vepøová extrudovaná 15-17cm;;55;KS;7,91;15;9,1;8591682043819
01;05010;SD2300;;Sanal-èokodrops 125g;;25;KS;18,17;15;20,9;8711908133005
01;05040;31613;;Schoko Drops s vitamíny 200g - TRIXIE;;167;KS;34,17;15;39,3;4011905029610, 4011905316130
01;05050;31614;;Schoko Drops s vitamíny 350g - TRIXIE;;122;KS;53,65;15;61,7;4011905029627, 4011905316147
01;05070;31623;;Milch Drops s vitamíny 200g - TRIXIE;;270;KS;34,17;15;39,3;4011905029665, 4011905316239
01;05080;31624;;Milch Drops s vitamíny 350g - TRIXIE;;134;KS;53,65;15;61,7;4011905029672, 4011905316246
01;05090;31633;;Vitamin Drops se šunkou 200g - TRIXIE;;125;KS;35,04;15;40,3;4011905029764, 4011905316338
01;05100;31653;;Vitamin Drops se zeleninou a bylinkami 200g - TRIXIE;;46;KS;35,04;15;40,3;4011905029818, 4011905316536
01;05110;31643;;Vitamin Drops s jogurtem 200g - TRIXIE;;213;KS;35,04;15;40,3;4011905316437
01;05121;31611;;Schoko Drops s vitamíny 75g - TRIXIE;;441;KS;18,09;15;20,8;4011905029795, 4011905316116
01;05122;31621;;Milch Drops s vitamíny 75g - TRIXIE;;477;KS;18,09;15;20,8;4011905029801, 4011905316215
01;05123;31631;;Vitamin Drops se šunkou 75g - TRIXIE;;123;KS;18,09;15;20,8;4011905029757, 4011905316314
01;05124;31641;;Vitamin Drops s jogurtem 75g - TRIXIE;;338;KS;18,09;15;20,8;4011905029771, 4011905316413
01;05141;2500;1;ÈOKOSY, kostièky 100ks/bal; - èokoládové;4 700;BAL;0,97;15;1,11;8590467250015
01;05141;2500;2;ÈOKOSY, kostièky 100ks/bal; - vanilkové;5 200;BAL;0,97;15;1,11;8590467250022
01;05141;2500;3;ÈOKOSY, kostièky 100ks/bal; - mléèné;4 800;BAL;0,97;15;1,11;8590467250039
01;05141;2500;4;ÈOKOSY, kostièky 100ks/bal; - hovìzí;4 800;BAL;0,97;15;1,11;8590467250046
01;05141;2500;5;ÈOKOSY, kostièky 100ks/bal; - jahodové;7 700;BAL;0,97;15;1,11;8590467250060
01;05141;2500;6;ÈOKOSY, kostièky 100ks/bal; - lososové;4 800;BAL;0,97;15;1,11;8590467250053
01;05142;9948;1;Kost polomáèená 5 cm     (96ks/bal.); - èoko;2 880;BAL;1,91;15;2,2;8590467994810
01;05142;9948;2;Kost polomáèená 5 cm     (96ks/bal.); - vanilka;1 440;BAL;1,91;15;2,2;8590467994827
01;05150;2973;;Mini Schoko - èokoláda s vitamíny hnìdá 30g - TRIXIE;;314;KS;10,87;15;12,5;4011905029733
01;05160;2970;;Schoko - èokoláda s vitamíny hnìdá 100g - TRIXIE;;248;KS;19,13;15;22;4011905029702
01;05190;2972;;Milchie - èokoláda s vitamíny bílá 100g - TRIXIE;;204;KS;20;15;23;4011905029726
01;05191;3176;;Premio LEBERWURST  - játrová paštika pro psy 110g;;97;KS;34,61;15;39,8;4011905031767
01;05192;3178;;Premio LACHSCREME  - paštika z lososa pro psy 110g;;63;KS;39,3;15;45,2;4011905031781
01;05194;31536;;Premio OMEGA STRIPES Light - kuøecí maso 100g;;17;KS;45,65;15;52,5;4011905315362
01;05195;31537;;Premio DUCKY STRIPES Light - kachní maso 100g;;24;KS;54,52;15;62,7;4011905315379
01;05196;31538;;Premio DUCKIES kosti s vápníkem potaené kachním masem 100g;;89;KS;51,91;15;59,7;4011905315386
01;05198;31402;;Premio BUFFALO-STICKS  100% buvolí maso 100g;;25;KS;49,13;15;56,5;4011905314020
01;05199;3156;;STRIPES Light - drùbeí pásky 10ks / 100g;;214;KS;16,7;15;19,2;4011905031569
01;05200;31571;;Premio SUSHI BITES Light - 100% rybí kostky 75g;;54;KS;30,78;15;35,4;4011905315713
01;05201;31572;;Premio SUSHI TWISTERS Light  - 100% rybí copánky 60g;;74;KS;29,83;15;34,3;4011905315720
01;05202;31573;;Premio SUSHI ROLLS Light - 100% rybí koleèka 100g;;60;KS;43,04;15;49,5;4011905315737
01;05203;3172;;STRIPES Light - hovìzí pásky 10ks / 100g;;137;KS;19,13;15;22;4011905031729
01;05204;31772;;STRIPES Light - jehnìèí pásky 10ks / 100g;;126;KS;19,13;15;22;4011905317724
01;05205;3173;;Denta Fun DENTROS Light  - kuøecí tyèky 7ks/180g;;375;KS;29,57;15;34;4011905031736, 8712695064107
01;052052;31773;;Denta Fun DENTROS MINI Light - tyèinky na èištìní zubù 60 g;;227;KS;24,61;15;28,3;4011905317731
01;05206;31534;;Premio STRIPES Ligh pásky kuøe&losos 75 g;;74;KS;30,78;15;35,4;4011905315348, 4042793995107
01;05207;31535;;Premio ROLLS Ligh rolky kuøe&losos 75 g;;212;KS;30,78;15;35,4;4011905315355, 4042793995114
01;05208;31531;;Premio CHICKEN COINS light - kuøecí mince 100g;;217;KS;34,43;15;39,6;4011905315317
01;05209;31533;;Premio CHICKEN BITS light - kuøecí špalík 100g;;164;KS;29,48;15;33,9;4011905315331
01;05210;31532;;Premio CHICKEN FILETS light - kuøecí filet 100g;;159;KS;43,04;15;49,5;4011905315324
01;05211;31582;;Premio BANANA & CHICKEN - kuøe s banánem 100g;;53;KS;46,52;15;53,5;4011905315829
01;05212;31583;;Premio KIWI & CHICKEN - kuøe s kiwi 100g;;69;KS;46,52;15;53,5;4011905315836
01;05213;31584;;Premio SWEET POTATO CHICKEN - kuøe se sladkou bramborou 100g;;115;KS;37,22;15;42,8;4011905315843
01;05214;31585;;Premio CHICKEN DRUMSTICKS Light-kuøecí špalíky-kalc.kost 95g;;111;KS;37,22;15;42,8;4011905315850
01;05215;31586;;Premio CHICKEN CHEESE STRIPES - kuøecí pásky se sırem 100g;;74;KS;46,52;15;53,5;4011905315867
01;05216;31587;;Premio DUCK COINS Light - mince z kachního masa 80 g;;135;KS;37,22;15;42,8;4011905315874
01;05217;31581;;Premio SALMON COOKIES - kousky 100% lososa 100 g;;63;KS;28,96;15;33,3;4011905315812
01;05218;31590;;Premio FISH CHICKEN WRAPS Light - rybí rolièky 80 g;;40;KS;48,26;15;55,5;4011905315904
01;05219;31591;;Premio CHICKIES Light - kalciové kosti s kuøecím masem 100 g;;44;KS;47,39;15;54,5;4011905315911
01;05220;31592;;Premio DUCK BITES Light - špalíky s kachním masem 80 g;;60;KS;39,48;15;45,4;4011905315928
01;05221;31594;;Premio DUCKINOS Light - prouky kachního masa 80 g;;56;KS;39,48;15;45,4;4011905315942
01;05222;31593;;Premio APPLE CHICKEN Light - kuøecí maso se suš.jablky 100 g;;44;KS;48,26;15;55,5;4011905315935
01;05223;31588;;Premio CHUNKIES - kousky s hovìzím masem 55 g;;22;KS;30,78;15;35,4;4011905315881
01;05230;31495;;Soft Snack Happy MIX - kuøe, jehnìèí, losos, kyblík 500 g;;80;KS;78,09;15;89,8;4011905314952
01;05231;31496;;Soft Snack Bony MIX - hovìzí, jehnìèí, losos, kuøe 500 g;;82;KS;78,09;15;89,8;4011905314969
01;05232;31497;;Soft Snack Happy Hearts - srdíèka jehnìèí s rıí,kyblík 500g;;66;KS;78,09;15;89,8;4011905314976
01;05233;31498;;Soft Snack Happy Rolls - tyèinky s lososem, kyblík 500 g;;74;KS;73,74;15;84,8;4011905314983
01;05234;31499;;Soft Snack Happy Stripes - hovìzí pásky, kyblík 500 g;;36;KS;73,74;15;84,8;4011905314990
01;05240;31492;;Soft Snack FLOWERS Light - mìkké kytièky jehnìèí/kuøecí 75g;;464;KS;19,22;15;22,1;4011905314921
01;05242;31493;;Soft Snack BOUNCIES mini kostièky kuøecí,jehnìèí,dršky 75 g;;336;KS;19,22;15;22,1;4011905314938
01;05243;31494;;Soft Snack BAFFOS - mini koleèka hovìzí, dršky 75 g;;361;KS;19,22;15;22,1;4011905314945
01;05245;31506;;Soft Snack BOUNCIES mini kostièky kuøecí,jehnìèí,dršky 125g;;43;KS;24,61;15;28,3;4011905315065
01;052450;31507;;Soft Snack BOUNCIES mini kostièky kuøecí,jehnìèí,dršky 140g;;113;KS;33,39;15;38,4;4047974315071
