"1";"1";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"914.000000";"873.640000";;"0.000000";"0.00";"34860";;;"0";"0";"0";"13.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-03 03:05:00";"0000-00-00 00:00:00"
"2";"1";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"1172.330000";"1122.330000";;"0.000000";"0.00";"34861";;;"0";"0";"0";"18";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"3";"1";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"313.000000";"272.880000";;"0.000000";"0.00";"34858";;;"0";"0";"0";"2.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"4";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"103.000000";"62.770000";;"0.000000";"0.00";"34857";;;"0";"0";"0";"0.4";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"5";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"656.000000";"616.080000";;"0.000000";"0.00";"34859";;;"0";"0";"0";"7.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"6";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"1069.000000";"1029.440000";;"0.000000";"0.00";"34868";;;"0";"0";"0";"13.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"7";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"1388.280000";"1338.280000";;"0.000000";"0.00";"34869";;;"0";"0";"0";"18";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"8";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"82.316000";"63.320000";;"0.000000";"0.00";"34867";;;"0";"0";"0";"0.4";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"9";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"998.000000";"958.340000";;"0.000000";"0.00";"34872";;;"0";"0";"0";"13.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"10";"1";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"332.000000";"292.180000";;"0.000000";"0.00";"34871";;;"0";"0";"0";"2.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"11";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"82.316000";"63.320000";;"0.000000";"0.00";"34870";;;"0";"0";"0";"0.4";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"12";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"343.000000";"303.020000";;"0.000000";"0.00";"34855";;;"0";"0";"0";"2.5";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
"13";"0";"1";"0";"8";"0";"0";"0";;;"0.000000";"0";"1";"103.000000";"62.770000";;"0.000000";"0.00";"34854";;;"0";"0";"0";"0.4";"2";"0";"0";"0";"0";"1";"1";"new";"1";"1";"0";"0";"0";"2023-05-13 03:05:00";"0000-00-00 00:00:00"
